total_leases,total_bike_years,n_high_conf_events,freq_per_100_bikeyears,n_insured_leases,n_uninsured_leases,avg_price,total_fleet_value,n_severity_matched,avg_severity_matched,median_severity_matched
2901,2373.4,41,1.727,857,2044,2343.34,6793341.0,5,1834.0,1554.0
